,Title,Release Year,Genre,IMDb Page Link
0,Joker,(I) (2019),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt7286456/
1,Carnival Row,(2019– ),"
Crime, Drama, Fantasy            ",http://www.imdb.com/title/tt0489974/
2,Mindhunter,(2017– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt5290382/
3,Peaky Blinders,(2013– ),"
Crime, Drama            ",http://www.imdb.com/title/tt2442560/
4,The Boys,(2019– ),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1190634/
5,Hustlers,(2019),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt5503686/
6,Money Heist,(2017– ),"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt6468322/
7,Bad Boys for Life,(2020),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1502397/
8,Breaking Bad,(2008–2013),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0903747/
9,John Wick: Chapter 3 - Parabellum,(2019),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt6146586/
10,Orange Is the New Black,(2013–2019),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt2372162/
11,Titans,(I) (2018– ),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt1043813/
12,Lucifer,(2015– ),"
Crime, Drama, Fantasy            ",http://www.imdb.com/title/tt4052886/
13,Power,(I) (2014– ),"
Crime, Drama            ",http://www.imdb.com/title/tt3281796/
14,Dark,(2017– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt5753856/
15,Veronica Mars,(2004– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0412253/
16,Criminal Minds,(2005– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0452046/
17,The Sinner,(2017– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt6048596/
18,Brooklyn Nine-Nine,(2013– ),"
Comedy, Crime            ",http://www.imdb.com/title/tt2467372/
19,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),(2020),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt7713068/
20,A Confession,(2019– ),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt9131050/
21,Uncut Gems,(2019),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt5727208/
22,A Simple Favor,(2018),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt7040874/
23,NCIS,(2003– ),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0364845/
24,Mayans M.C.,(2018– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt5715524/
25,Bad Times at the El Royale,(2018),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt6628394/
26,Law & Order: Special Victims Unit,(1999– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0203259/
27,Elite,(2018– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt7134908/
28,The Capture,(2019– ),"
Crime, Mystery, Thriller            ",http://www.imdb.com/title/tt8201186/
29,The Blacklist,(2013– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2741602/
30,The Dark Knight,(2008),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0468569/
31,Better Call Saul,(2015– ),"
Crime, Drama            ",http://www.imdb.com/title/tt3032476/
32,Big Little Lies,(2017– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt3920596/
33,The Irishman,(2019),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt1302006/
34,Sacred Games,(2018– ),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt6077448/
35,Scream: The TV Series,(2015– ),"
Crime, Drama, Horror            ",http://www.imdb.com/title/tt3921180/
36,True Detective,(2014– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2356777/
37,Arrow,(2012– ),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt2193021/
38,Wu Assassins,(2019– ),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt8652642/
39,Midsomer Murders,(1997– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0118401/
40,The Hustle,(2019),"
Comedy, Crime            ",http://www.imdb.com/title/tt1298644/
41,Pulp Fiction,(1994),"
Crime, Drama            ",http://www.imdb.com/title/tt0110912/
42,Riverdale,(2017– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt5420376/
43,Mr. Robot,(2015– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt4158110/
44,The Sopranos,(1999–2007),"
Crime, Drama            ",http://www.imdb.com/title/tt0141842/
45,Fargo,(2014– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt2802850/
46,Animal Kingdom,(2016– ),"
Crime, Drama            ",http://www.imdb.com/title/tt5574490/
47,Ozark,(2017– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt5071412/
48,Sons of Anarchy,(2008–2014),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt1124373/
49,Queen of the South,(2016– ),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1064899/
50,How to Get Away with Murder,(2014– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt3205802/
51,Pennyworth,(2019– ),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt8425532/
52,Homeland,(2011– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1796960/
53,Snowfall,(2017– ),"
Crime, Drama            ",http://www.imdb.com/title/tt6439752/
54,Gotham,(2014–2019),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3749900/
55,Sherlock,(2010– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1475582/
56,Dexter,(2006–2013),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0773262/
57,The Mule,(2018),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt7959026/
58,The Wire,(2002–2008),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0306414/
59,Can You Ever Forgive Me?,(2018),"
Biography, Comedy, Crime            ",http://www.imdb.com/title/tt4595882/
60,John Wick,(2014),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt2911666/
61,Bones,(2005–2017),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0460627/
62,Motherless Brooklyn,(2019),"
Crime, Drama            ",http://www.imdb.com/title/tt0385887/
63,The Hateful Eight,(2015),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt3460252/
64,Prison Break,(2005–2017),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0455275/
65,The Godfather,(1972),"
Crime, Drama            ",http://www.imdb.com/title/tt0068646/
66,Gundala,(2019),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt8237172/
67,iZombie,(2015–2019),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt3501584/
68,Taxi Driver,(1976),"
Crime, Drama            ",http://www.imdb.com/title/tt0075314/
69,The Wolf of Wall Street,(2013),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0993846/
70,Elementary,(2012–2019),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2191671/
71,Why Women Kill,(2019– ),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt9054904/
72,Killers Anonymous,(2019),"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt8400758/
73,Blue Bloods,(2010– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1595859/
74,Reservoir Dogs,(1992),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0105236/
75,Chicago P.D.,(2014– ),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt2805096/
76,Barry,(2018– ),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt5348176/
77,American Psycho,(2000),"
Crime, Drama            ",http://www.imdb.com/title/tt0144084/
78,John Wick: Chapter 2,(2017),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt4425200/
79,The Informer,(2019),"
Crime, Drama            ",http://www.imdb.com/title/tt1833116/
80,The X-Files,(1993–2018),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0106179/
81,Narcos,(2015–2017),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt2707408/
82,Jessica Jones,(2015–2019),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt2357547/
83,Murder Mystery,(2019),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1618434/
84,S.W.A.T.,(2017– ),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt6111130/
85,Bosch,(2014– ),"
Crime, Drama            ",http://www.imdb.com/title/tt3502248/
86,Law & Order,(1990–2010),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0098844/
87,Psych,(2006–2014),"
Comedy, Crime, Mystery            ",http://www.imdb.com/title/tt0491738/
88,NCIS: Los Angeles,(2009– ),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1378167/
89,The Batman,(2021),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1877830/
90,13 Geboden,(2017– ),"
Crime, Mystery, Thriller            ",http://www.imdb.com/title/tt5203748/
91,Baywatch,(2017),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1469304/
92,Hawaii Five-0,(2010– ),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1600194/
93,Instinct,(2018– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt4124758/
94,Knives Out,(2019),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt8946378/
95,"Extremely Wicked, Shockingly Evil and Vile",(2019),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt2481498/
96,Top Boy,(2011– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt1830379/
97,Batwoman,(2019– ),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt8712204/
98,Death in Paradise,(2011– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1888075/
99,The Outsiders,(1983),"
Crime, Drama            ",http://www.imdb.com/title/tt0086066/
100,The Punisher,(2017–2019),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt5675620/
101,You,(2018– ),"
Crime, Drama, Romance            ",http://www.imdb.com/title/tt7335184/
102,City on a Hill,(2019– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt7187044/
103,Justified,(2010–2015),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1489428/
104,Line of Duty,(2012– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2303687/
105,Kill Bill: Vol. 1,(2003),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0266697/
106,Baby Driver,(2017),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3890160/
107,The Green Mile,(1999),"
Crime, Drama, Fantasy            ",http://www.imdb.com/title/tt0120689/
108,Widows,(2018),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt4218572/
109,Broadchurch,(2013–2017),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2249364/
110,Bad Boys,(1995),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0112442/
111,Ray Donovan,(2013– ),"
Crime, Drama            ",http://www.imdb.com/title/tt2249007/
112,Ghostbusters 2020,(2020),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt4513678/
113,Daredevil,(2015–2018),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3322312/
114,Goodfellas,(1990),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0099685/
115,BlacKkKlansman,(2018),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt7349662/
116,Se7en,(1995),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0114369/
117,Zodiac,(2007),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0443706/
118,The King of Comedy,(1982),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0085794/
119,Person of Interest,(2011–2016),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1839578/
120,The Silence of the Lambs,(1991),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0102926/
121,American Crime Story,(2016– ),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt2788432/
122,The Departed,(2006),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0407887/
123,Deadwood,(2004–2006),"
Crime, Drama, History            ",http://www.imdb.com/title/tt0348914/
124,Columbo,(1971–2003),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1466074/
125,Wentworth,(2013– ),"
Crime, Drama            ",http://www.imdb.com/title/tt2433738/
126,Jackie Brown,(1997),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0119396/
127,The End of the F***ing World,(2017– ),"
Adventure, Comedy, Crime            ",http://www.imdb.com/title/tt6257970/
128,Léon: The Professional,(1994),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0110413/
129,Blindspot,(2015– ),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt4474344/
130,The Mentalist,(2008–2015),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1196946/
131,CSI: Crime Scene Investigation,(2000–2015),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0247082/
132,Banshee,(2013–2016),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt2017109/
133,The Americans,(2013–2018),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2149175/
134,Baywatch,(1989–2001),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0096542/
135,Sharp Objects,(2018),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2649356/
136,Hannibal,(2013–2015),"
Crime, Drama, Horror            ",http://www.imdb.com/title/tt2243973/
137,The Vanishing,(2018),"
Crime, Mystery, Thriller            ",http://www.imdb.com/title/tt4131496/
138,Lethal Weapon,(2016–2019),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt5164196/
139,The Kitchen,(2019),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt5822564/
140,Bodyguard,(2018– ),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt7493974/
141,From Dusk Till Dawn,(1996),"
Action, Crime, Horror            ",http://www.imdb.com/title/tt0116367/
142,You Were Never Really Here,(2017),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt5742374/
143,Twin Peaks,(1990–1991),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0098936/
144,Endeavour,(2012– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2701582/
145,The Act,(2019– ),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt8682948/
146,The Good Wife,(2009–2016),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1442462/
147,Holmes & Watson,(2018),"
Comedy, Crime, Mystery            ",http://www.imdb.com/title/tt1255919/
148,Monk,(2002–2009),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0312172/
149,Fast & Furious 9,(2020),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt5433138/
150,Prisoners,(2013),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1392214/
151,Bad Boys II,(2003),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0172156/
152,Reef Break,(2019– ),"
Crime, Drama            ",http://www.imdb.com/title/tt8892926/
153,West Side Story,(2020),"
Crime, Drama, Musical            ",http://www.imdb.com/title/tt3581652/
154,"Three Billboards Outside Ebbing, Missouri",(2017),"
Crime, Drama            ",http://www.imdb.com/title/tt5027774/
155,The Rookie,(2018– ),"
Crime, Drama            ",http://www.imdb.com/title/tt7587890/
156,Luther,(2010– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1474684/
157,Triple Frontier,(2019),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt1488606/
158,Castle,(2009–2016),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt1219024/
159,Mystic River,(2003),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0327056/
160,"Murder, She Wrote",(1984–1996),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0086765/
161,Longmire,(2012–2017),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1836037/
162,Dick Tracy,(1990),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0099422/
163,Perry Mason,(1957–1966),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0050051/
164,Boardwalk Empire,(2010–2014),"
Crime, Drama, History            ",http://www.imdb.com/title/tt0979432/
165,Manhunt: The Unabomber,(2017– ),"
Crime, Drama            ",http://www.imdb.com/title/tt5618256/
166,Gangs of New York,(2002),"
Crime, Drama            ",http://www.imdb.com/title/tt0217505/
167,The Big Lebowski,(1998),"
Comedy, Crime            ",http://www.imdb.com/title/tt0118715/
168,FBI,(2018– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt7491982/
169,Dragged Across Concrete,(2018),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt6491178/
170,Frontera Verde,(2019– ),"
Crime, Thriller            ",http://www.imdb.com/title/tt9641192/
171,Father Brown,(2013– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2215842/
172,The Fall,(I) (2013–2016),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt2294189/
173,Article 15,(2019),"
Crime, Drama            ",http://www.imdb.com/title/tt10324144/
174,NCIS: New Orleans,(2014– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt3560084/
175,JAG,(1995–2005),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0112022/
176,True Romance,(1993),"
Crime, Drama, Romance            ",http://www.imdb.com/title/tt0108399/
177,Kill Bill: Vol. 2,(2004),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0378194/
178,War Dogs,(2016),"
Biography, Comedy, Crime            ",http://www.imdb.com/title/tt2005151/
179,Clue,(1985),"
Comedy, Crime, Mystery            ",http://www.imdb.com/title/tt0088930/
180,A Clockwork Orange,(1971),"
Crime, Drama, Sci-Fi            ",http://www.imdb.com/title/tt0066921/
181,Border,(2018),"
Crime, Drama, Fantasy            ",http://www.imdb.com/title/tt5501104/
182,Sneaky Pete,(2015–2019),"
Crime, Drama            ",http://www.imdb.com/title/tt5011816/
183,Shaft,(2019),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt4463894/
184,Expo,(2019),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt6830716/
185,24,(2001–2010),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0285331/
186,Ocean's 8,(2018),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt5164214/
187,No Country for Old Men,(2007),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0477348/
188,Snatch,(2000),"
Comedy, Crime            ",http://www.imdb.com/title/tt0208092/
189,Polar,(2019),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt4139588/
190,Killerman,(2019),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt7420342/
191,Murdoch Mysteries,(2008– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1091909/
192,Good Girls,(2018– ),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt6474378/
193,Poirot,(1989–2013),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0094525/
194,The Sisters Brothers,(2018),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt4971344/
195,Sicario,(2015),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3397884/
196,Cold Pursuit,(2019),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt5719748/
197,Gone Baby Gone,(2007),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0452623/
198,Mr Inbetween,(2018– ),"
Crime, Drama            ",http://www.imdb.com/title/tt7472896/
199,Point Break,(1991),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0102685/
200,Wind River,(2017),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt5362988/
201,Weeds,(2005–2012),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0439100/
202,The Godfather: Part II,(1974),"
Crime, Drama            ",http://www.imdb.com/title/tt0071562/
203,Narcos: Mexico,(2018– ),"
Crime, Drama            ",http://www.imdb.com/title/tt8714904/
204,The Highwaymen,(2019),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt1860242/
205,Under the Silver Lake,(2018),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt5691670/
206,Den of Thieves,(2018),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1259528/
207,Once Upon a Time in America,(1984),"
Crime, Drama            ",http://www.imdb.com/title/tt0087843/
208,Irréversible,(2002),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0290673/
209,Heat,(1995),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0113277/
210,Skin,(V) (2018),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt6043142/
211,The Grand Budapest Hotel,(2014),"
Adventure, Comedy, Crime            ",http://www.imdb.com/title/tt2278388/
212,Miss Bala,(2019),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt5941692/
213,Warrior,(2019– ),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt5743796/
214,Young Justice,(2010– ),"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt1641384/
215,The Nice Guys,(2016),"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt3799694/
216,The Girl in the Spider's Web,(2018),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt5177088/
217,The Usual Suspects,(1995),"
Crime, Mystery, Thriller            ",http://www.imdb.com/title/tt0114814/
218,Shetland,(2013– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt2396135/
219,The Utah Cabin Murders,(2019),"
Crime, Horror            ",http://www.imdb.com/title/tt8585940/
220,Sin City,(2005),"
Crime, Thriller            ",http://www.imdb.com/title/tt0401792/
221,American Made,(2017),"
Action, Biography, Comedy            ",http://www.imdb.com/title/tt3532216/
222,The House That Jack Built,(2018),"
Crime, Drama, Horror            ",http://www.imdb.com/title/tt4003440/
223,The Good Fight,(2017– ),"
Crime, Drama            ",http://www.imdb.com/title/tt5853176/
224,The Girl with the Dragon Tattoo,(2011),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1568346/
225,Good Time,(2017),"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt4846232/
226,Vera,(2011– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt1693592/
227,The Blues Brothers,(1980),"
Adventure, Comedy, Crime            ",http://www.imdb.com/title/tt0080455/
228,Ocean's Eleven,(2001),"
Crime, Thriller            ",http://www.imdb.com/title/tt0240772/
229,Catch Me If You Can,(2002),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt0264464/
230,Escape Plan: The Extractors,(2019),"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt6772804/
231,The Old Man & the Gun,(2018),"
Biography, Comedy, Crime            ",http://www.imdb.com/title/tt2837574/
232,Black Spot,(2017– ),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt6519410/
233,The Losers,(I) (2010),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0480255/
234,Scarface,(1983),"
Crime, Drama            ",http://www.imdb.com/title/tt0086250/
235,Bright,(I) (2017),"
Action, Crime, Fantasy            ",http://www.imdb.com/title/tt5519340/
236,Molly's Game,(2017),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt4209788/
237,White Collar,(2009–2014),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt1358522/
238,Inherent Vice,(2014),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt1791528/
239,Nancy Drew and the Hidden Staircase,(2019),"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt8323104/
240,A Kiss Before Dying,(1956),"
Crime, Film-Noir, Mystery            ",http://www.imdb.com/title/tt0049414/
241,Spotlight,(I) (2015),"
Biography, Crime, Drama            ",http://www.imdb.com/title/tt1895587/
242,Cape Fear,(1991),"
Crime, Thriller            ",http://www.imdb.com/title/tt0101540/
243,21 Bridges,(2019),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt8688634/
244,"Magnum, P.I.",(1980–1988),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0080240/
245,Murder on the Orient Express,(2017),"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt3402236/
246,Death Wish,(2018),"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1137450/
247,City of God,(2002),"
Crime, Drama            ",http://www.imdb.com/title/tt0317248/
248,Magnum P.I.,(2018– ),"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt7942796/
249,68 Kill,(2017),"
Comedy, Crime, Romance            ",http://www.imdb.com/title/tt5189894/
